Location ID,Location,Date (Year Month),Value in F,Rank,1901-2000 Mean in F,Anomaly (1901-2000 base period)
1400,Kansas,201207,84.4,120,78.9,5.5
1500,Kentucky,201207,80.5,123,76.3,4.2
1600,Louisiana,201207,82.3,80,81.9,0.4
1700,Maine,201207,67.6,106,65.3,2.3
1800,Maryland,201207,79.8,125,75.1,4.7
1900,Massachusetts,201207,73,116,69.7,3.3
2000,Michigan,201207,73.5,123,68.1,5.4
2100,Minnesota,201207,74.3,123,68.8,5.5
2200,Mississippi,201207,81.9,96,80.8,1.1
2300,Missouri,201207,83.6,121,77.7,5.9
2400,Montana,201207,70.7,121,65.7,5
2500,Nebraska,201207,80,122,74.5,5.5
2600,Nevada,201207,73.7,96,72.1,1.6
2700,New Hampshire,201207,68.9,107,66.5,2.4
2800,New Jersey,201207,77.8,120,73.5,4.3
2900,New Mexico,201207,74.4,105,72.7,1.7
3000,New York,201207,71.4,121,68.2,3.2
3100,North Carolina,201207,80.3,124,76.9,3.4
3200,North Dakota,201207,74.1,124,69,5.1
3300,Ohio,201207,77.5,123,73,4.5
3400,Oklahoma,201207,85.9,119,81.7,4.2
3500,Oregon,201207,66.3,90,64.8,1.5
3600,Pennsylvania,201207,74.1,120,70.4,3.7
3700,Rhode Island,201207,73.6,112,70.3,3.3
3800,South Carolina,201207,82.8,122,79.9,2.9
3900,South Dakota,201207,78.7,124,72.6,6.1
4000,Tennessee,201207,80.5,121,77.1,3.4
4100,Texas,201207,83.4,96,82.3,1.1
4200,Utah,201207,73.2,97,71.5,1.7
4300,Vermont,201207,68,101,65.9,2.1
4400,Virginia,201207,78.7,125,74.7,4
4500,Washington,201207,65.2,90,64,1.2
4600,West Virginia,201207,75.3,120,71.9,3.4
4700,Wisconsin,201207,74.8,123,68.9,5.9
4800,Wyoming,201207,70,121,65.3,4.7
100,Alabama,201208,78.1,24,79.3,-1.2
200,Arizona,201208,80.5,119,77.8,2.7
300,Arkansas,201208,80.2,80,79.3,0.9
400,California,201208,77.8,124,73.7,4.1
500,Colorado,201208,67.7,115,65.2,2.5
600,Connecticut,201208,72,116,68.6,3.4
700,Delaware,201208,76.8,114,73.7,3.1
800,Florida,201208,81.5,86,81.1,0.4
900,Georgia,201208,78.1,28,79,-0.9
1000,Idaho,201208,67.3,120,63.6,3.7
1100,Illinois,201208,73.6,66,73.4,0.2
1200,Indiana,201208,71.9,51,72.3,-0.4
1300,Iowa,201208,71,52,71.4,-0.4
1400,Kansas,201208,76.5,48,77.3,-0.8
1500,Kentucky,201208,74.6,51,74.8,-0.2
1600,Louisiana,201208,82,82,81.6,0.4
1700,Maine,201208,67.4,123,63,4.4
1800,Maryland,201208,75.8,106,73.2,2.6
1900,Massachusetts,201208,71.5,119,67.5,4
2000,Michigan,201208,67.5,93,65.9,1.6
2100,Minnesota,201208,66.7,74,66.3,0.4
2200,Mississippi,201208,79.5,39,80.2,-0.7
2300,Missouri,201208,76.2,68,76,0.2
2400,Montana,201208,66.7,109,64.1,2.6
2500,Nebraska,201208,73,80,72.3,0.7
2600,Nevada,201208,74.2,125,70.1,4.1
2700,New Hampshire,201208,68.2,120,64.1,4.1
2800,New Jersey,201208,74.7,113,71.6,3.1
2900,New Mexico,201208,73.9,123,70.9,3
3000,New York,201208,68.4,104,66,2.4
3100,North Carolina,201208,75.6,56,75.6,0
3200,North Dakota,201208,67.4,69,66.9,0.5
3300,Ohio,201208,71.4,74,70.9,0.5
3400,Oklahoma,201208,81.5,76,80.9,0.6
3500,Oregon,201208,67.7,120,63.9,3.8
3600,Pennsylvania,201208,69.8,89,68.4,1.4
3700,Rhode Island,201208,72.5,116,68.7,3.8
3800,South Carolina,201208,78,31,78.7,-0.7
3900,South Dakota,201208,71,75,70.5,0.5
4000,Tennessee,201208,75.6,52,76,-0.4
4100,Texas,201208,83.7,111,81.9,1.8
4200,Utah,201208,73,124,69.4,3.6
4300,Vermont,201208,67.1,115,63.4,3.7
4400,Virginia,201208,74,82,73.1,0.9
4500,Washington,201208,66.2,109,63.5,2.7
4600,West Virginia,201208,70.8,73,70.4,0.4
4700,Wisconsin,201208,67.1,73,66.4,0.7
4800,Wyoming,201208,66.6,119,63.4,3.2
100,Alabama,201209,73,35,74.7,-1.7
200,Arizona,201209,73.7,99,72,1.7
300,Arkansas,201209,73.5,73,72.8,0.7
400,California,201209,73.1,124,68.5,4.6
500,Colorado,201209,59.5,98,57.3,2.2
600,Connecticut,201209,63.3,95,61.5,1.8
700,Delaware,201209,68.4,77,67.4,1
800,Florida,201209,79.5,72,79.1,0.4
900,Georgia,201209,74,56,74.5,-0.5
1000,Idaho,201209,58.4,114,54.7,3.7
1100,Illinois,201209,64.9,38,66.2,-1.3
1200,Indiana,201209,64.2,36,65.7,-1.5
1300,Iowa,201209,62.1,45,63,-0.9
1400,Kansas,201209,68.2,51,68.6,-0.4
1500,Kentucky,201209,67.3,43,68.6,-1.3
1600,Louisiana,201209,77.4,69,77.2,0.2
1700,Maine,201209,55.9,80,54.9,1
1800,Maryland,201209,67.8,80,67,0.8
1900,Massachusetts,201209,61.9,93,60.4,1.5
2000,Michigan,201209,58.4,53,58.5,-0.1
2100,Minnesota,201209,57.3,65,56.8,0.5
2200,Mississippi,201209,74.4,51,75.1,-0.7
2300,Missouri,201209,67,35,68.2,-1.2
2400,Montana,201209,58.2,111,53.8,4.4
2500,Nebraska,201209,64.1,77,62.8,1.3
2600,Nevada,201209,66.2,123,61.7,4.5
2700,New Hampshire,201209,57.5,75,56.5,1
2800,New Jersey,201209,67,98,65,2
2900,New Mexico,201209,66.2,99,64.5,1.7
3000,New York,201209,59.9,77,58.9,1
3100,North Carolina,201209,69.8,51,70.2,-0.4
3200,North Dakota,201209,58.2,84,56.3,1.9
3300,Ohio,201209,63.3,39,64.5,-1.2
3400,Oklahoma,201209,74.4,87,73.1,1.3
3500,Oregon,201209,61.8,119,57.3,4.5
3600,Pennsylvania,201209,62,64,61.7,0.3
3700,Rhode Island,201209,63.3,89,61.9,1.4
3800,South Carolina,201209,73.6,60,73.7,-0.1
3900,South Dakota,201209,62.6,96,60.2,2.4
4000,Tennessee,201209,69.1,44,70.2,-1.1
4100,Texas,201209,76.6,82,75.9,0.7
4200,Utah,201209,63.6,113,60.6,3
4300,Vermont,201209,57.2,82,56,1.2
4400,Virginia,201209,66.9,55,67.1,-0.2
4500,Washington,201209,59.7,103,56.9,2.8
4600,West Virginia,201209,63.9,48,64.4,-0.5
4700,Wisconsin,201209,57.7,53,58,-0.3
4800,Wyoming,201209,57.5,117,53.6,3.9
100,Alabama,201210,62.2,31,63.9,-1.7
200,Arizona,201210,63.8,107,61,2.8
300,Arkansas,201210,59.3,20,61.8,-2.5
400,California,201210,62.2,108,59.5,2.7
500,Colorado,201210,46.5,56,46.5,0
600,Connecticut,201210,54.7,115,51,3.7
700,Delaware,201210,59.4,105,56.4,3
800,Florida,201210,73.2,78,72.3,0.9
900,Georgia,201210,64.7,71,64.2,0.5
1000,Idaho,201210,43.7,52,44.1,-0.4
1100,Illinois,201210,52.5,29,54.6,-2.1
1200,Indiana,201210,52.1,30,53.9,-1.8
1300,Iowa,201210,48.8,25,51.4,-2.6
1400,Kansas,201210,54,27,56.5,-2.5
1500,Kentucky,201210,55.2,31,57,-1.8
1600,Louisiana,201210,65.8,27,67.4,-1.6
1700,Maine,201210,48.2,115,44.3,3.9
1800,Maryland,201210,57.5,90,55.8,1.7
1900,Massachusetts,201210,53.5,113,50,3.5
2000,Michigan,201210,47.5,59,47.5,0
2100,Minnesota,201210,43.2,35,45,-1.8
2200,Mississippi,201210,62.1,23,64.4,-2.3
2300,Missouri,201210,54.3,18,57,-2.7
2400,Montana,201210,41,30,43.2,-2.2
2500,Nebraska,201210,48.2,23,50.8,-2.6
2600,Nevada,201210,53.4,105,50.7,2.7
2700,New Hampshire,201210,49.7,113,45.8,3.9
2800,New Jersey,201210,56.8,104,54,2.8
2900,New Mexico,201210,56.1,105,54.1,2
3000,New York,201210,50.9,107,48,2.9
3100,North Carolina,201210,59.5,59,59.6,-0.1
3200,North Dakota,201210,41.2,25,44,-2.8
3300,Ohio,201210,52.4,47,52.8,-0.4
3400,Oklahoma,201210,59.6,26,61.6,-2
3500,Oregon,201210,48.8,81,48.1,0.7
3600,Pennsylvania,201210,52.2,88,50.6,1.6
3700,Rhode Island,201210,55.4,113,51.9,3.5
3800,South Carolina,201210,63.7,72,63.2,0.5
3900,South Dakota,201210,45.6,29,47.8,-2.2
4000,Tennessee,201210,56.7,27,58.8,-2.1
4100,Texas,201210,65.9,53,66.1,-0.2
4200,Utah,201210,50.9,98,48.9,2
4300,Vermont,201210,49.3,114,45.2,4.1
4400,Virginia,201210,56.4,63,56.2,0.2
4500,Washington,201210,47.4,71,47.2,0.2
4600,West Virginia,201210,52.9,48,53.3,-0.4
4700,Wisconsin,201210,44.8,34,46.8,-2
4800,Wyoming,201210,41.6,44,42.5,-0.9
100,Alabama,201211,51.2,33,53.5,-2.3
200,Arizona,201211,53.8,119,49.2,4.6
300,Arkansas,201211,50.2,68,49.8,0.4
400,California,201211,52.5,110,49.5,3
500,Colorado,201211,39.4,120,33.5,5.9
600,Connecticut,201211,39.4,46,40.2,-0.8
700,Delaware,201211,43.5,21,45.7,-2.2
800,Florida,201211,62.1,27,64.3,-2.2
900,Georgia,201211,52.6,39,54.2,-1.6
1000,Idaho,201211,36,111,31.6,4.4
1100,Illinois,201211,41.2,61,40.8,0.4
1200,Indiana,201211,40,39,41.1,-1.1
1300,Iowa,201211,39.2,94,35.7,3.5
1400,Kansas,201211,46.5,114,42,4.5
1500,Kentucky,201211,43.2,30,45.3,-2.1
1600,Louisiana,201211,57,60,57.4,-0.4
1700,Maine,201211,32.7,69,32.3,0.4
1800,Maryland,201211,42.6,26,44.8,-2.2
1900,Massachusetts,201211,39.2,57,39.2,0
2000,Michigan,201211,36.2,83,34.6,1.6
2100,Minnesota,201211,30.9,89,27.9,3
2200,Mississippi,201211,52,37,53.9,-1.9
2300,Missouri,201211,45.1,79,43.6,1.5
2400,Montana,201211,32.4,90,29.5,2.9
2500,Nebraska,201211,40,108,35.9,4.1
2600,Nevada,201211,43.4,118,38.9,4.5
2700,New Hampshire,201211,34.3,61,34.1,0.2
2800,New Jersey,201211,41.5,32,43.1,-1.6
2900,New Mexico,201211,46.6,119,42.1,4.5
3000,New York,201211,35.7,46,36.3,-0.6
3100,North Carolina,201211,46.3,14,49.3,-3
3200,North Dakota,201211,27.5,70,26.4,1.1
3300,Ohio,201211,39.6,38,40.8,-1.2
3400,Oklahoma,201211,52.2,109,48.4,3.8
3500,Oregon,201211,40.6,106,37.7,2.9
3600,Pennsylvania,201211,37.8,34,39.3,-1.5
3700,Rhode Island,201211,41,48,41.5,-0.5
3800,South Carolina,201211,50.7,28,53.1,-2.4
3900,South Dakota,201211,34.9,97,31.7,3.2
4000,Tennessee,201211,45.8,39,47.4,-1.6
4100,Texas,201211,59,116,54.6,4.4
4200,Utah,201211,41.2,118,36,5.2
4300,Vermont,201211,33.1,56,33.2,-0.1
4400,Virginia,201211,42.7,16,45.5,-2.8
4500,Washington,201211,39,94,36.6,2.4
4600,West Virginia,201211,39.5,22,42.1,-2.6
4700,Wisconsin,201211,34.4,91,31.6,2.8
4800,Wyoming,201211,35,118,29,6
100,Alabama,201212,50.9,113,46.4,4.5
200,Arizona,201212,42.4,80,41.5,0.9
300,Arkansas,201212,46.4,113,41.5,4.9
400,California,201212,43,57,43.1,-0.1
500,Colorado,201212,25.9,66,25.2,0.7
600,Connecticut,201212,35.9,118,29.2,6.7
700,Delaware,201212,44.2,122,36.2,8
800,Florida,201212,62,96,58.8,3.2
900,Georgia,201212,52.1,112,47.1,5
1000,Idaho,201212,25.8,87,23.9,1.9
1100,Illinois,201212,36.8,118,29.4,7.4
1200,Indiana,201212,38.2,120,30.3,7.9
1300,Iowa,201212,27.7,102,22.7,5
1400,Kansas,201212,34.6,95,31.5,3.1
1500,Kentucky,201212,43,116,36.2,6.8
1600,Louisiana,201212,55,111,50.9,4.1
1700,Maine,201212,24.4,110,18.7,5.7
1800,Maryland,201212,42.2,116,35.3,6.9
1900,Massachusetts,201212,34.7,115,28.1,6.6
2000,Michigan,201212,30.4,119,23.3,7.1
2100,Minnesota,201212,16.8,90,12.9,3.9
2200,Mississippi,201212,51.6,114,46.8,4.8
2300,Missouri,201212,38.8,115,33,5.8
2400,Montana,201212,21.5,56,20.6,0.9
2500,Nebraska,201212,27.6,79,25.3,2.3
2600,Nevada,201212,31.3,65,31.2,0.1
2700,New Hampshire,201212,28.7,115,21.7,7
2800,New Jersey,201212,40.6,121,33,7.6
2900,New Mexico,201212,36,85,34.3,1.7
3000,New York,201212,31.6,116,24.5,7.1
3100,North Carolina,201212,47.6,117,41.5,6.1
3200,North Dakota,201212,13.3,64,12.7,0.6
3300,Ohio,201212,37.7,116,30.4,7.3
3400,Oklahoma,201212,42.2,103,38.9,3.3
3500,Oregon,201212,31.5,53,31.8,-0.3
3600,Pennsylvania,201212,35.8,117,28.9,6.9
3700,Rhode Island,201212,37.6,118,31,6.6
3800,South Carolina,201212,51.5,114,45.6,5.9
3900,South Dakota,201212,21.4,71,19.7,1.7
4000,Tennessee,201212,45.6,116,39.2,6.4
4100,Texas,201212,51.1,117,46.9,4.2
4200,Utah,201212,27.8,70,27,0.8
4300,Vermont,201212,27.4,115,20.2,7.2
4400,Virginia,201212,42.9,116,36.8,6.1
4500,Washington,201212,32.5,86,30.6,1.9
4600,West Virginia,201212,39.2,115,33.1,6.1
4700,Wisconsin,201212,25.1,108,18.1,7
4800,Wyoming,201212,22.1,74,20.6,1.5
100,Alabama,201301,50,110,45.1,4.9
200,Arizona,201301,38.6,26,40.7,-2.1
300,Arkansas,201301,42.1,94,39.3,2.8
400,California,201301,42.1,49,42.3,-0.2
500,Colorado,201301,22.9,42,23.7,-0.8
600,Connecticut,201301,28.8,98,25.4,3.4
700,Delaware,201301,37.4,100,33.3,4.1
800,Florida,201301,64,119,57.8,6.2
900,Georgia,201301,52.5,117,46.1,6.4
1000,Idaho,201301,20.2,33,22,-1.8
1100,Illinois,201301,29.2,95,25.3,3.9
1200,Indiana,201301,29.9,89,26.5,3.4
1300,Iowa,201301,22,98,17.7,4.3
1400,Kansas,201301,32.3,93,28.6,3.7
1500,Kentucky,201301,36.7,91,33.6,3.1
1600,Louisiana,201301,52.5,93,49.3,3.2
1700,Maine,201301,15.8,88,13.2,2.6
1800,Maryland,201301,36.3,100,32.4,3.9
1900,Massachusetts,201301,27.5,98,24.1,3.4
2000,Michigan,201301,23,107,18.1,4.9
2100,Minnesota,201301,11.4,89,6.5,4.9
2200,Mississippi,201301,49.1,100,45.1,4
2300,Missouri,201301,33.8,100,29.4,4.4
2400,Montana,201301,21.7,83,16.7,5
2500,Nebraska,201301,25.5,85,22.1,3.4
2600,Nevada,201301,26,18,29.9,-3.9
2700,New Hampshire,201301,20.2,94,17.1,3.1
2800,New Jersey,201301,33.9,103,29.6,4.3
2900,New Mexico,201301,32,38,33.6,-1.6
3000,New York,201301,24.3,103,19.8,4.5
3100,North Carolina,201301,44.1,104,40,4.1
3200,North Dakota,201301,11.4,87,6.4,5
3300,Ohio,201301,30.5,91,26.9,3.6
3400,Oklahoma,201301,39.7,96,36.5,3.2
3500,Oregon,201301,29.7,42,30.2,-0.5
3600,Pennsylvania,201301,29,98,25.3,3.7
3700,Rhode Island,201301,30.4,100,27.2,3.2
3800,South Carolina,201301,50.2,112,44.6,5.6
3900,South Dakota,201301,19.4,86,15,4.4
4000,Tennessee,201301,41,98,37.2,3.8
4100,Texas,201301,47.9,92,45.4,2.5
4200,Utah,201301,19.7,11,25.3,-5.6
4300,Vermont,201301,18.6,97,15.3,3.3
4400,Virginia,201301,38.5,99,34.8,3.7
4500,Washington,201301,29.1,55,28.4,0.7
4600,West Virginia,201301,33.9,95,30.5,3.4
4700,Wisconsin,201301,16.8,95,12.4,4.4
4800,Wyoming,201301,19.9,66,18.4,1.5
100,Alabama,201302,48,62,48,0
200,Arizona,201302,42.2,22,44.7,-2.5
300,Arkansas,201302,43.3,62,43.1,0.2
400,California,201302,45.3,54,45.3,0
500,Colorado,201302,25.7,40,27.4,-1.7
600,Connecticut,201302,29.2,87,26.3,2.9
700,Delaware,201302,35.9,77,34.4,1.5
800,Florida,201302,61.8,92,59.4,2.4
900,Georgia,201302,48.8,66,48.6,0.2
1000,Idaho,201302,27.5,74,26.4,1.1
1100,Illinois,201302,29.9,71,29.2,0.7
1200,Indiana,201302,30.2,66,29.4,0.8
1300,Iowa,201302,24.2,78,22.7,1.5
1400,Kansas,201302,33.6,61,33.6,0
1500,Kentucky,201302,36.8,64,36.5,0.3
1600,Louisiana,201302,54.2,85,52.4,1.8
1700,Maine,201302,20,110,14.9,5.1
1800,Maryland,201302,34.5,68,33.8,0.7
1900,Massachusetts,201302,28.4,99,25,3.4
2000,Michigan,201302,20.9,77,19.1,1.8
2100,Minnesota,201302,13,76,12.1,0.9
2200,Mississippi,201302,49,69,48.3,0.7
2300,Missouri,201302,34.4,71,33.8,0.6
2400,Montana,201302,27.4,103,21.3,6.1
2500,Nebraska,201302,28.8,79,26.7,2.1
2600,Nevada,201302,33.3,46,34.1,-0.8
2700,New Hampshire,201302,23.1,104,18.5,4.6
2800,New Jersey,201302,32.8,84,30.6,2.2
2900,New Mexico,201302,36.1,31,37.8,-1.7
3000,New York,201302,23.3,79,20.7,2.6
3100,North Carolina,201302,41.8,57,41.9,-0.1
3200,North Dakota,201302,16.8,95,11.9,4.9
3300,Ohio,201302,29.2,59,29,0.2
3400,Oklahoma,201302,41.1,64,41.2,-0.1
3500,Oregon,201302,35.1,77,34.1,1
3600,Pennsylvania,201302,27.4,73,26.5,0.9
3700,Rhode Island,201302,30.2,84,27.8,2.4
3800,South Carolina,201302,46.6,56,46.8,-0.2
3900,South Dakota,201302,23.8,90,19.9,3.9
4000,Tennessee,201302,40.8,68,40.1,0.7
4100,Texas,201302,51.7,88,49.4,2.3
4200,Utah,201302,27.6,30,30.3,-2.7
4300,Vermont,201302,21.5,103,16.5,5
4400,Virginia,201302,36.8,59,36.7,0.1
4500,Washington,201302,35.5,91,33.1,2.4
4600,West Virginia,201302,32.3,54,32.7,-0.4
4700,Wisconsin,201302,17,71,16.4,0.6
4800,Wyoming,201302,22.6,61,22.3,0.3
100,Alabama,201303,49.8,8,55.1,-5.3
200,Arizona,201303,54.8,115,49.5,5.3
300,Arkansas,201303,46.6,15,51.3,-4.7
400,California,201303,53.8,119,48.8,5
500,Colorado,201303,35,74,33.7,1.3
600,Connecticut,201303,36,73,35.4,0.6
700,Delaware,201303,40.5,39,42.7,-2.2
800,Florida,201303,59.1,10,64,-4.9
900,Georgia,201303,50.2,8,55.4,-5.2
1000,Idaho,201303,35.1,94,32.6,2.5
1100,Illinois,201303,34.3,14,39.8,-5.5
1200,Indiana,201303,34.8,18,39.5,-4.7
1300,Iowa,201303,29,15,34.6,-5.6
1400,Kansas,201303,40.3,36,42.4,-2.1
1500,Kentucky,201303,39.4,11,45.4,-6
1600,Louisiana,201303,55.3,20,59,-3.7
1700,Maine,201303,30.3,109,25.9,4.4
1800,Maryland,201303,39.7,31,42.5,-2.8
1900,Massachusetts,201303,34.9,75,34.2,0.7
2000,Michigan,201303,27.8,54,29,-1.2
2100,Minnesota,201303,20.6,25,25.3,-4.7
2200,Mississippi,201303,50.4,9,55.6,-5.2
2300,Missouri,201303,38.3,14,43.6,-5.3
2400,Montana,201303,30.5,69,29.4,1.1
2500,Nebraska,201303,34.8,46,35.8,-1
2600,Nevada,201303,44.7,116,39.5,5.2
2700,New Hampshire,201303,30.8,88,28.8,2
2800,New Jersey,201303,38.6,56,39.3,-0.7
2900,New Mexico,201303,46.6,100,43.5,3.1
3000,New York,201303,30.6,67,30.6,0
3100,North Carolina,201303,44,9,49.3,-5.3
3200,North Dakota,201303,17.6,18,24.8,-7.2
3300,Ohio,201303,35,29,38.5,-3.5
3400,Oklahoma,201303,47.5,40,49.3,-1.8
3500,Oregon,201303,40.9,97,38.3,2.6
3600,Pennsylvania,201303,33.8,41,35.8,-2
3700,Rhode Island,201303,37.1,76,36.1,1
3800,South Carolina,201303,48.4,8,53.8,-5.4
3900,South Dakota,201303,28.1,36,30.8,-2.7
4000,Tennessee,201303,42.7,8,48.4,-5.7
4100,Texas,201303,57.2,72,56.3,0.9
4200,Utah,201303,41,104,37.3,3.7
4300,Vermont,201303,29.5,90,27.2,2.3
4400,Virginia,201303,40.1,11,44.7,-4.6
4500,Washington,201303,40.2,94,38.6,1.6
4600,West Virginia,201303,36.4,14,41.1,-4.7
4700,Wisconsin,201303,23.9,24,28.3,-4.4
4800,Wyoming,201303,31.3,81,29.1,2.2
100,Alabama,201304,62.2,51,62.8,-0.6
200,Arizona,201304,59.4,100,56.7,2.7
300,Arkansas,201304,58.5,23,60.5,-2
400,California,201304,58.2,118,54,4.2
500,Colorado,201304,39.8,19,42.5,-2.7
600,Connecticut,201304,47.3,81,46,1.3
700,Delaware,201304,54.6,98,52,2.6
800,Florida,201304,71.4,104,69.3,2.1
900,Georgia,201304,62.9,59,63,-0.1
1000,Idaho,201304,40.1,50,41,-0.9
1100,Illinois,201304,50.2,39,51.5,-1.3
1200,Indiana,201304,50.8,59,50.6,0.2
1300,Iowa,201304,43.8,13,48.1,-4.3
1400,Kansas,201304,48.4,7,53.5,-5.1
1500,Kentucky,201304,55.2,57,55.2,0
1600,Louisiana,201304,64.6,26,66.3,-1.7
1700,Maine,201304,39.1,77,38.3,0.8
1800,Maryland,201304,54.4,93,52.1,2.3
1900,Massachusetts,201304,46.3,85,44.7,1.6
2000,Michigan,201304,39.5,26,41.9,-2.4
2100,Minnesota,201304,34,6,41.3,-7.3
2200,Mississippi,201304,62.1,31,63.6,-1.5
2300,Missouri,201304,52.1,21,54.5,-2.4
2400,Montana,201304,36.9,13,40.7,-3.8
2500,Nebraska,201304,42.5,7,47.7,-5.2
2600,Nevada,201304,48.4,88,46.6,1.8
2700,New Hampshire,201304,42,79,40.7,1.3
2800,New Jersey,201304,51.5,90,49.3,2.2
2900,New Mexico,201304,52.6,86,51.4,1.2
3000,New York,201304,43.4,66,42.8,0.6
3100,North Carolina,201304,58.7,79,57.8,0.9
3200,North Dakota,201304,31.3,1,41.2,-9.9
3300,Ohio,201304,50.6,75,49.2,1.4
3400,Oklahoma,201304,54.7,5,59.4,-4.7
3500,Oregon,201304,44.6,72,43.9,0.7
3600,Pennsylvania,201304,48.7,89,46.8,1.9
3700,Rhode Island,201304,47.7,92,45.7,2
3800,South Carolina,201304,62.1,63,61.9,0.2
3900,South Dakota,201304,36.9,3,44.7,-7.8
4000,Tennessee,201304,56.8,43,57.6,-0.8
4100,Texas,201304,63,20,64.8,-1.8
4200,Utah,201304,45,47,45.5,-0.5
4300,Vermont,201304,40.8,71,39.9,0.9
4400,Virginia,201304,56,95,54,2
4500,Washington,201304,44.7,55,45.1,-0.4
4600,West Virginia,201304,52.9,86,50.9,2
4700,Wisconsin,201304,37.8,9,42.6,-4.8
4800,Wyoming,201304,34.7,12,38.8,-4.1
100,Alabama,201305,68.2,14,70.7,-2.5
200,Arizona,201305,67.4,99,65,2.4
300,Arkansas,201305,67.2,32,68.6,-1.4
400,California,201305,63.8,106,60.7,3.1
500,Colorado,201305,52.8,77,51.8,1
600,Connecticut,201305,58.2,82,56.8,1.4
700,Delaware,201305,63.7,86,62.1,1.6
800,Florida,201305,74,24,75.1,-1.1
900,Georgia,201305,68.4,13,71,-2.6
1000,Idaho,201305,51,90,49.3,1.7
1100,Illinois,201305,63.9,84,62.1,1.8
1200,Indiana,201305,64.4,101,61.3,3.1
1300,Iowa,201305,59,52,59.8,-0.8
1400,Kansas,201305,63.3,60,63.4,-0.1
1500,Kentucky,201305,64.9,66,64.4,0.5
1600,Louisiana,201305,71.7,18,73.4,-1.7
1700,Maine,201305,52.3,95,50.5,1.8
1800,Maryland,201305,62.8,71,62.3,0.5
1900,Massachusetts,201305,57.7,97,55.7,2
2000,Michigan,201305,56.5,95,53.6,2.9
2100,Minnesota,201305,53.2,49,54.2,-1
2200,Mississippi,201305,68.9,11,71.3,-2.4
2300,Missouri,201305,63.4,47,64.2,-0.8
2400,Montana,201305,51.9,92,50.2,1.7
2500,Nebraska,201305,58.5,69,58.4,0.1
2600,Nevada,201305,56.5,80,55,1.5
2700,New Hampshire,201305,54.9,97,52.6,2.3
2800,New Jersey,201305,60.9,78,59.8,1.1
2900,New Mexico,201305,61.6,97,60.2,1.4
3000,New York,201305,57.2,100,54.5,2.7
3100,North Carolina,201305,65.1,36,66.4,-1.3
3200,North Dakota,201305,53.4,60,53.7,-0.3
3300,Ohio,201305,63.2,103,60,3.2
3400,Oklahoma,201305,67,39,68,-1
3500,Oregon,201305,52.5,92,50.5,2
3600,Pennsylvania,201305,58.9,79,57.6,1.3
3700,Rhode Island,201305,58.5,101,56.1,2.4
3800,South Carolina,201305,67.9,16,70.3,-2.4
3900,South Dakota,201305,55.9,67,56,-0.1
4000,Tennessee,201305,65,41,66.1,-1.1
4100,Texas,201305,72.5,65,72.5,0
4200,Utah,201305,56,80,54.7,1.3
4300,Vermont,201305,55.1,100,52.2,2.9
4400,Virginia,201305,62.5,43,63.2,-0.7
4500,Washington,201305,53.5,93,51.8,1.7
4600,West Virginia,201305,60.5,59,60.5,0
4700,Wisconsin,201305,55.2,70,54.6,0.6
4800,Wyoming,201305,50.4,97,48.4,2
100,Alabama,201306,78,78,77.5,0.5
200,Arizona,201306,79.5,123,74.4,5.1
300,Arkansas,201306,77.1,77,76.5,0.6
400,California,201306,72.4,117,68.2,4.2
500,Colorado,201306,65.6,118,61.2,4.4
600,Connecticut,201306,67.7,110,65.4,2.3
700,Delaware,201306,73.5,111,70.7,2.8
800,Florida,201306,81.1,109,79.5,1.6
900,Georgia,201306,77.8,68,77.4,0.4
1000,Idaho,201306,59.3,105,56.7,2.6
1100,Illinois,201306,71.5,57,71.4,0.1
1200,Indiana,201306,70.8,59,70.5,0.3
1300,Iowa,201306,68.9,49,69.1,-0.2
1400,Kansas,201306,75.2,93,73.4,1.8
1500,Kentucky,201306,72.9,68,72.6,0.3
1600,Louisiana,201306,80.9,96,79.8,1.1
1700,Maine,201306,60.8,87,59.8,1
1800,Maryland,201306,72.7,108,70.6,2.1
1900,Massachusetts,201306,67,112,64.4,2.6
2000,Michigan,201306,63.8,61,63.3,0.5
2100,Minnesota,201306,63.9,67,63.7,0.2
2200,Mississippi,201306,78.9,83,78.3,0.6
2300,Missouri,201306,73,60,73,0
2400,Montana,201306,59,84,58.3,0.7
2500,Nebraska,201306,68.8,70,68.3,0.5
2600,Nevada,201306,68.6,118,63.9,4.7
2700,New Hampshire,201306,63.2,104,61.5,1.7
2800,New Jersey,201306,71.2,113,68.5,2.7
2900,New Mexico,201306,74.1,122,69.2,4.9
3000,New York,201306,64,72,63.4,0.6
3100,North Carolina,201306,74.3,74,73.6,0.7
3200,North Dakota,201306,63.3,74,62.9,0.4
3300,Ohio,201306,69.5,69,68.9,0.6
3400,Oklahoma,201306,78.1,89,76.9,1.2
3500,Oregon,201306,59.4,104,57.2,2.2
3600,Pennsylvania,201306,67.4,90,66,1.4
3700,Rhode Island,201306,68,117,64.7,3.3
3800,South Carolina,201306,77.4,67,77,0.4
3900,South Dakota,201306,65.3,58,65.7,-0.4
4000,Tennessee,201306,74.2,70,73.8,0.4
4100,Texas,201306,81.8,106,79.6,2.2
4200,Utah,201306,69.2,120,64,5.2
4300,Vermont,201306,62,87,61,1
4400,Virginia,201306,72.2,89,70.9,1.3
4500,Washington,201306,58.7,87,57.7,1
4600,West Virginia,201306,69.2,80,68.1,1.1
